codigo,descripcion,campo
Y135,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: comercio y area de servicios
Y136,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: area industrial y de la construccion
Y137,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: granja
Y138,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: otro lugar especificado
Y139,Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: lugar no especificado
Y14,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada
Y140,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: vivienda
Y141,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: institucion residencial
Y142,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y143,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: areas de deporte y atletismo
Y144,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: calles y carreteras
Y145,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: comercio y area de servicios
Y146,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: area industrial y de la construccion
Y147,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: granja
Y148,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: otro lugar especificado
Y149,Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: lugar no especificado
Y15,Envenenamiento por, y exposicion al alcohol intencion no determinada
Y150,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: vivienda
Y151,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: institucion residencial
Y152,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: escuelas otras instituciones y areas administrativas
Y153,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: areas de deporte y atletismo
Y154,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: calles y carreteras
Y155,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: comercio y area de servicios
Y156,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: area industrial y de la construccion
Y157,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: granja
Y158,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: otro lugar especificado
Y159,Envenenamiento por, y exposicion al alcohol , de intencion no determinada: lugar no especificado
Y16,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada
Y160,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: vivienda
Y161,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: institucion residencial
Y162,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y163,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: areas de deporte y atletismo
Y164,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: calles y carreteras
Y165,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: comercio y area de servicios
Y166,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: area industrial y de la construccion
Y167,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: granja
Y168,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: otro lugar especificado
Y169,Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: lugar no especificado
Y17,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada
Y170,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: vivienda
Y171,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: institucion residencial
Y172,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y173,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: areas de deporte y atletismo
Y174,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: calles y carreteras
Y175,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: comercio y area de servicios
Y176,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: area industrial y de la construccion
Y177,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: granja
Y178,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: otro lugar especificado
Y179,Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: lugar no especificado
Y18,Envenenamiento por, y exposicion a plaguicidas de intencion no determinada
Y180,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: vivienda
Y181,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: institucion residencial
Y182,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y183,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: areas de deporte y atletismo
Y184,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: calles y carreteras
Y185,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: comercio y area de servicios
Y186,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: area industrial y de la construccion
Y187,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: granja
Y188,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: otro lugar especificado
Y189,Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: lugar no especificado
Y19,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada
Y190,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: vivienda
Y191,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: institucion residencial
Y192,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y193,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: areas de deporte y atletismo
Y194,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: calles y carreteras
Y195,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: comercio y area de servicios
Y196,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: area industrial y de la construccion
Y197,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: granja
Y198,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: otro lugar especificado
Y199,Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: lugar no especificado
Y20,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada
Y200,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: vivienda
Y201,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: institucion residencial
Y202,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y203,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: areas de deporte y atletismo
Y204,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: calles y carreteras
Y205,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: comercio y area de servicios
Y206,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: area industrial y de la construccion
Y207,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: granja
Y208,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: otro lugar especificado
Y209,Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: lugar no especificado
Y21,Ahogamiento y sumersion de intencion no determinada
Y210,Ahogamiento y sumersion, de intencion no determinada: vivienda
Y211,Ahogamiento y sumersion, de intencion no determinada: institucion residencial
Y212,Ahogamiento y sumersion, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y213,Ahogamiento y sumersion, de intencion no determinada: areas de deporte y atletismo
Y214,Ahogamiento y sumersion, de intencion no determinada: calles y carreteras
Y215,Ahogamiento y sumersion, de intencion no determinada: comercio y area de servicios
Y216,Ahogamiento y sumersion, de intencion no determinada: area industrial y de la construccion
Y217,Ahogamiento y sumersion, de intencion no determinada: granja
Y218,Ahogamiento y sumersion, de intencion no determinada: otro lugar especificado
Y219,Ahogamiento y sumersion, de intencion no determinada: lugar no especificado
Y22,Disparo de arma corta de intencion no determinada
Y220,Disparo de arma corta, de intencion no determinada: vivienda
Y221,Disparo de arma corta, de intencion no determinada: institucion residencial
Y222,Disparo de arma corta, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y223,Disparo de arma corta, de intencion no determinada: areas de deporte y atletismo
Y224,Disparo de arma corta, de intencion no determinada: calles y carreteras
Y225,Disparo de arma corta, de intencion no determinada: comercio y area de servicios
Y226,Disparo de arma corta, de intencion no determinada: area industrial y de la construccion
Y227,Disparo de arma corta, de intencion no determinada: granja
Y228,Disparo de arma corta, de intencion no determinada: otro lugar especificado
Y229,Disparo de arma corta, de intencion no determinada: lugar no especificado
Y23,Disparo de rifle, escopeta y arma larga, de intencion no determinada
Y230,Disparo de rifle, escopeta y arma larga, de intencion no determinada: vivienda
Y231,Disparo de rifle, escopeta y arma larga, de intencion no determinada: institucion residencial
Y232,Disparo de rifle, escopeta y arma larga, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y233,Disparo de rifle, escopeta y arma larga, de intencion no determinada: areas de deporte y atletismo
Y234,Disparo de rifle, escopeta y arma larga, de intencion no determinada: calles y carreteras
Y235,Disparo de rifle, escopeta y arma larga, de intencion no determinada: comercio y area de servicios
Y236,Disparo de rifle, escopeta y arma larga, de intencion no determinada: area industrial y de la construccion
Y237,Disparo de rifle, escopeta y arma larga, de intencion no determinada: granja
Y238,Disparo de rifle, escopeta y arma larga, de intencion no determinada: otro lugar especificado
Y239,Disparo de rifle, escopeta y arma larga, de intencion no determinada: lugar no especificado
Y24,Disparo de otras armas de fuego y las no especificadas, de intencion no determinada
Y240,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: vivienda
Y241,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: institucion residencial
Y242,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y243,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: areas de deporte y atletismo
Y244,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: calles y carreteras
Y245,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: comercio y area de servicios
Y246,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: area industrial y de la construccion
Y247,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: granja
Y248,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: otro lugar especificado
Y249,Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: lugar no especificado
Y25,Contacto traumatico con material explosivo, de intencion no determinada
Y250,Contacto traumatico con material explosivo, de intencion no determinada: vivienda
Y251,Contacto traumatico con material explosivo, de intencion no determinada: institucion residencial
Y252,Contacto traumatico con material explosivo, de intencion no determinada: escuelas otras instituciones y areas administrativas
Y253,Contacto traumatico con material explosivo, de intencion no determinada: areas de deporte y atletismo
Y254,Contacto traumatico con material explosivo, de intencion no determinada: calles y carreteras
Y255,Contacto traumatico con material explosivo, de intencion no determinada: comercio y area de servicios
Y256,Contacto traumatico con material explosivo, de intencion no determinada: area industrial y de la construccion
Y257,Contacto traumatico con material explosivo, de intencion no determinada: granja
Y258,Contacto traumatico con material explosivo, de intencion no determinada: otro lugar especificado
Y259,Contacto traumatico con material explosivo, de intencion no determinada: lugar no especificado
Y26,Exposicion a humo, fuego y llamas, de intencion no determinada
Y260,Exposicion al humo, fuego y llamas, de intencion no determinada: vivienda
Y261,Exposicion al humo, fuego y llamas, de intencion no determinada: institucion residencial
Y262,Exposicion al humo, fuego y llamas, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y263,Exposicion al humo, fuego y llamas, de intencion no determinada: areas de deporte y atletismo
Y264,Exposicion al humo, fuego y llamas, de intencion no determinada: calles y carreteras
Y265,Exposicion al humo, fuego y llamas, de intencion no determinada: comercio y area de servicios
Y266,Exposicion al humo, fuego y llamas, de intencion no determinada: area industrial y de la construccion
Y267,Exposicion al humo, fuego y llamas, de intencion no determinada: granja
Y268,Exposicion al humo, fuego y llamas, de intencion no determinada: otro lugar especificado
Y269,Exposicion al humo, fuego y llamas, de intencion no determinada: lugar no especificado
Y27,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada
Y270,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: vivienda
Y271,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: institucion residencial
Y272,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y273,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: areas de deporte y atletismo
Y274,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: calles y carreteras
Y275,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: comercio y area de servicios
Y276,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: area industrial y de la construccion
Y277,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: granja
Y278,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: otro lugar especificado
Y279,Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: lugar no especificado
Y28,Contacto traumatico con objeto cortante, de intencion no determinada
Y280,Contacto traumatico con objeto cortante, de intencion no determinada: vivienda
Y281,Contacto traumatico con objeto cortante, de intencion no determinada: institucion residencial
Y282,Contacto traumatico con objeto cortante, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y283,Contacto traumatico con objeto cortante, de intencion no determinada: areas de deporte y atletismo
Y284,Contacto traumatico con objeto cortante, de intencion no determinada: calles y carreteras
Y285,Contacto traumatico con objeto cortante, de intencion no determinada: comercio y area de servicios
Y286,Contacto traumatico con objeto cortante, de intencion no determinada: area industrial y de la construccion
Y287,Contacto traumatico con objeto cortante, de intencion no determinada: granja
Y288,Contacto traumatico con objeto cortante, de intencion no determinada: otro lugar especificado
Y289,Contacto traumatico con objeto cortante, de intencion no determinada: lugar no especificado
Y29,Contacto traumatico con objeto romo sin filo, de intencion no determinada
Y290,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: vivienda
Y291,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: institucion residencial
Y292,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y293,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: areas de deporte y atletismo
Y294,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: calles y carreteras
Y295,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: comercio y area de servicios
Y296,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: area industrial y de la construccion
Y297,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: granja
Y298,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: otro lugar especificado
Y299,Contacto traumatico con objeto romo o sin filo, de intencion no determinada: lugar no especificado
Y30,Caida, salto o empujon desde lugar elevado, de intencion no determinada
Y300,Caida, salto o empujon desde lugar elevado, de intencion no determinada: vivienda
Y301,Caida, salto o empujon desde lugar elevado, de intencion no determinada: institucion residencial
Y302,Caida, salto o empujon desde lugar elevado, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y303,Caida, salto o empujon desde lugar elevado, de intencion no determinada: areas de deporte y atletismo
Y304,Caida, salto o empujon desde lugar elevado, de intencion no determinada: calles y carreteras
Y305,Caida, salto o empujon desde lugar elevado, de intencion no determinada: comercio y area de servicios
Y306,Caida, salto o empujon desde lugar elevado, de intencion no determinada: area industrial y de la construccion
Y307,Caida, salto o empujon desde lugar elevado, de intencion no determinada: granja
Y308,Caida, salto o empujon desde lugar elevado, de intencion no determinada: otro lugar especificado
Y309,Caida, salto o empujon desde lugar elevado, de intencion no determinada: lugar no especificado
Y31,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada
Y310,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: vivienda
Y311,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: institucion residencial
Y312,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y313,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: areas de deporte y atletismo
Y314,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: calles y carreteras
Y315,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: comercio y area de servicios
Y316,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: area industrial y de la construccion
Y317,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: granja
Y318,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: otro lugar especificado
Y319,Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: lugar no especificado
Y32,Colision de vehiculo de motor de intencion no determinadas
Y320,Colision de vehiculo de motor, de intencion no determinada: vivienda
Y321,Colision de vehiculo de motor, de intencion no determinada: institucion residencial
Y322,Colision de vehiculo de motor, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y323,Colision de vehiculo de motor, de intencion no determinada: areas de deporte y atletismo
Y324,Colision de vehiculo de motor, de intencion no determinada: calles y carreteras
Y325,Colision de vehiculo de motor, de intencion no determinada: comercio y area de servicios
Y326,Colision de vehiculo de motor, de intencion no determinada: area industrial y de la construccion
Y327,Colision de vehiculo de motor, de intencion no determinada: granja
Y328,Colision de vehiculo de motor, de intencion no determinada: otro lugar especificado
Y329,Colision de vehiculo de motor, de intencion no determinada: lugar no especificado
Y33,Otros eventos especificados de intencion no determinada
Y330,Otros eventos especificados, de intencion no determinada: vivienda
Y331,Otros eventos especificados, de intencion no determinada: institucion residencial
Y332,Otros eventos especificados, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y333,Otros eventos especificados, de intencion no determinada: areas de deporte y atletismo
Y334,Otros eventos especificados, de intencion no determinada: calles y carreteras
Y335,Otros eventos especificados, de intencion no determinada: comercio y area de servicios
Y336,Otros eventos especificados, de intencion no determinada: area industrial y de la construccion
Y337,Otros eventos especificados, de intencion no determinada: granja
Y338,Otros eventos especificados, de intencion no determinada: otro lugar especificado
Y339,Otros eventos especificados, de intencion no determinada: lugar no especificado
Y34,Evento no especificado de intencion no determinada
Y340,Evento no especificado, de intencion no determinada: vivienda
Y341,Evento no especificado, de intencion no determinada: institucion residencial
Y342,Evento no especificado, de intencion no determinada: escuelas, otras instituciones y areas administrativas
Y343,Evento no especificado, de intencion no determinada: areas de deporte y atletismo
Y344,Evento no especificado, de intencion no determinada: calles y carreteras
Y345,Evento no especificado, de intencion no determinada: comercio y area de servicios
Y346,Evento no especificado, de intencion no determinada: area industrial y de la construccion
Y347,Evento no especificado, de intencion no determinada: granja
Y348,Evento no especificado, de intencion no determinada: otro lugar especificado
Y349,Evento no especificado, de intencion no determinada: lugar no especificado
Y35,Intervencion legal
Y350,Intervencion legal con disparo de arma de fuego
Y351,Intervencion legal con explosivos
Y352,Intervencion legal con gas
Y353,Intervencion legal con objetos romos o sin filo
Y354,Intervencion legal con objetos cortantes
Y355,Ejecucion legal
Y356,Intervencion legal con otros medios especificados
Y357,Intervencion legal, medios no especificados
Y36,Operaciones de guerra
Y360,Operaciones de guerra con explosion de armamento naval
Y361,Operaciones de guerra con destruccion de aeronave
Y362,Operaciones de guerra con otras explosiones y esquirlas
Y363,Operaciones de guerra con fuego y sustancias incendiarias y calientes
Y364,Operaciones de guerra con disparo de arma de fuego y otras formas de guerra convencional
Y365,Operaciones de guerra con armas nucleares
Y366,Operaciones de guerra con armas biologicas
Y367,Operaciones de guerra con armas quimicas y otras formas de guerra no convencional
Y368,Operaciones de guerra que ocurren despues del cese de hostilidades
Y369,Operacion de guerra no especificada
Y40,Efectos adversos de antibioticos sistemicos
Y400,Efectos adversos de penicilinas
Y401,Efectos adversos de cefalosporinas y otros antibioticos betalactamicos
Y402,Efectos adversos del grupo de cloramfenicol
Y403,Efectos adversos de los macrolidos
Y404,Efectos adversos de tetraciclinas
Y405,Efectos adversos de aminoglicosidos
Y406,Efectos adversos de rifamicinas
Y407,Efectos adversos de antibioticos antimicoticos usados sistematicamente
Y408,Efectos adversos de otros antibioticos sistemicos
Y409,Efectos adversos de antibiotico sistemico no especificado
Y41,Efectos adversos de otros antiinfecciosos y antiparasitarios sistemicos
Y410,Efectos adversos de sulfonamidas
Y411,Efectos adversos de drogas antimicobacterianas
Y412,Efectos adversos de drogas antipaludicas y agentes que actuan sobre otros protozoarios de la sangre
Y413,Efectos adversos de otras drogas antiprotozoarias
Y414,Efectos adversos de antihelminticos
Y415,Efectos adversos de drogas antivirales
Y418,Efectos adversos de otros antiinfecciosos y antiparasitarios sistemicos especificados
Y419,Efectos adversos de antiinfecciosos y antiparasitarios sistemicos no especificados
Y42,Efectos adversos de hormonas sustitutos sinteticos y antagonistas, no clasificadas en otra parte
Y420,Efectos adversos de glucocorticoides y analogos sinteticos
Y421,Efectos adversos de hormonas tiroideas y sustitutos
Y422,Efectos adversos de drogas antitiroideas
Y423,Efectos adversos de drogas hipoglucemiantes orales e insulina [antidiabeticas]
Y424,Efectos adversos de anticonceptivos orales
Y425,Efectos adversos de otros estrogenos y progestagenos
Y426,Efectos adversos de antigonadotropinas, antiestrogenos y antiandrogenos, no clasificados en otra parte
Y427,Efectos adversos de androgenos y congeneres anabolicos
Y428,Efectos adversos de otras hormonas y sus sustitutos sinteticos, y las no especificadas
Y429,Efectos adversos de otras hormonas antagonistas, y las no especificadas
Y43,Efectos adversos de agentes sistemicos primarios
Y430,Efectos adversos de antialergicos y antiemeticos
Y431,Efectos adversos de antimetabolitos antineoplasicos
Y432,Efectos adversos de productos naturales antineoplasicos
Y433,Efectos adversos de otras drogas antineoplasicas
Y434,Efectos adversos de agentes inmunosupresores
Y435,Efectos adversos de agentes acidificantes y alcalinizantes
Y436,Efectos adversos de enzimas no clasificadas en otra parte
Y438,Efectos adversos de otros agentes sistemicos primarios no clasificados en otra parte
Y439,Efectos adversos de agente sistemico primario no especificado
Y44,Efectos adversos de agent es que afectan primariamente los constituyentes de la sangre
Y440,Efectos adversos de preparaciones con hierro y otros preparados contra la anemia hipocromica
Y441,Efectos adversos de vitamina b12, acido folico y otros preparados contra la anemia megaloblastica
Y442,Efectos adversos de anticoagulantes
Y443,Efectos adversos de antagonistas de anticoagulantes, vitamina k y otros coagulantes
Y444,Efectos adversos de drogas antitromboticas [inhibidoras de la agregacion plaquetaria]
Y445,Efectos adversos de drogas tromboliticas
Y446,Efectos adversos de sangre natural y productos sanguineos
Y447,Efectos adversos de los sustitutos del plasma
Y449,Efectos adversos de otros agentes que afectan los constituyentes de la sangre, y los no especificados
Y45,Efectos adversos de drogas analgesicas, antipireticas y antiinflamatorias
Y450,Efectos adversos de opiaceos y analgesicos relacionados
Y451,Efectos adversos de salicilatos
Y452,Efectos adversos de derivados del acido propionico
Y453,Efectos adversos de otras drogas antiinflamatorias no esteroides [daine]
Y454,Efectos adversos de los antirreumaticos
Y455,Efectos adversos de los derivados del 4
Y458,Efectos adversos de otros analgesicos y antipireticos
Y459,Efectos adversos de drogas analgesicas, antipireticas y antiinflamatorias no especificadas
Y46,Efectos adversos de drogas antiepilepticas y antiparkinsonianas
Y460,Efectos adversos de succinamidas
Y461,Efectos adversos de oxazolidinadionas
Y462,Efectos adversos de derivados de la hidantoina
Y463,Efectos adversos de desoxibarbituricos
Y464,Efectos adversos de iminoestilbenos
Y465,Efectos adversos del acido valproico
Y466,Efectos adversos de otros antiepilepticos, y los no especificados
Y467,Efectos adversos de drogas antiparkinsonianas
Y468,Efectos adversos de drogas antiespasticas
Y47,Efectos adversos de drogas sedantes, hipnoticas y ansioliticas
Y470,Efectos adversos de barbituricos, no clasificados en otra parte
Y471,Efectos adversos de benzodiazepinas
Y472,Efectos adversos de derivados clorales
Y473,Efectos adversos de paraldehido
Y474,Efectos adversos de compuestos de bromo
Y475,Efectos adversos de mezclas sedantes e hipnoticas, no clasificadas en otra parte
Y478,Efectos adversos de otras drogas sedantes, hipnoticas y ansioliticas
Y479,Efectos adversos de drogas sedantes, hipnoticas y ansioliticas no especificadas
Y48,Efectos adversos de gases anestesicos y terapeuticos
Y480,Efectos adversos de gases anestesicos por inhalacion
Y481,Efectos adversos de gases anestesicos parenterales
Y482,Efectos adversos de otros gases anestesicos generales, y los no especificados
Y483,Efectos adversos de gases anestesicos locales
Y484,Efectos adversos de anestesicos no especificados
Y485,Efectos adversos de gases terapeuticos
Y49,Efectos adversos de drogas psicotropicas no clasificadas en otra parte
Y490,Efectos adversos de antidepresivos triciclicos y tetraciclicos
Y491,Efectos adversos de antidepresivos inhibidores de la monoaminooxidasa
Y492,Efectos adversos de otros antidepresivos y los no especificados
Y493,Efectos adversos de antipsicoticos y neurolepticos fenotiazinicos
Y494,Efectos adversos de neurolepticos de la butirofenona y tioxantina
Y495,Efectos adversos de otros antipsicoticos y neurolepticos
Y496,Efectos adversos de psicodislepticos [alucinogenos]
Y497,Efectos adversos de psicoestimulantes con abuso potencial
Y498,Efectos adversos de otras drogas psicotropicas, no clasificadas en otra parte
Y499,Efectos adversos de drogas psicotropicas no especificadas
Y50,Efectos adversos de estimulantes del sistema nervioso central, no clasificadas en otra parte
Y500,Efectos adversos de analepticos
Y501,Efectos adversos de antagonistas de opiaceos
Y502,Efectos adversos de metilxantinas, no clasificadas en otra parte
Y508,Efectos adversos de otros estimulantes del sistema nervioso central
Y509,Efectos adversos de estimulante no especificado del sistema nervioso central
Y51,Efectos adversos de drogas que afectan primariamente el sistema nervioso autonomo
Y510,Efectos adversos de agentes anticolinesterasa
Y511,Efectos adversos de otros parasimpaticomimeticos [colinergicos]
Y512,Efectos adversos de drogas bloqueadoras ganglionares, no clasificadas en otra parte
Y513,Efectos adversos de otros parasimpaticoliticos [anticolinergicos y antimuscarinicos] y espasmoliticos, no clasificados en otra parte
Y514,Efectos adversos de agonistas [estimulantes] predominantemente alfa
Y515,Efectos adversos de agonistas [estimulantes] predominantemente beta
Y516,Efectos adversos de antagonistas [bloqueadores] alfa
Y517,Efectos adversos de antagonistas [bloqueadores] beta
Y518,Efectos adversos de agentes bloqueadores neuro
Y519,Efectos adversos de otras drogas que afectan primariamente el sistema nervioso autonomo, y las no especificadas
Y52,Efectos adversos de agentes que afectan el sistema cardiovascular
Y520,Efectos adversos de glucosidos cardiotonicos y drogas de accion similar
Y521,Efectos adversos de bloqueadores del canal del calcio
